| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| java工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 安骏物流 | 跨境物流未融资500-999人 | https://www.zhipin.com/job_detail/ccbd56493ed2f8711Hx82dS8EFJX.html |
| 高级java开发 | 深圳·龙岗区·坂田 | 20-40K·14薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/30edf7c0f15762e21Hx53Ny5E1BV.html |
| 中高级java开发 | 深圳 | 15-25K | 5-10年本科 | 某大型互联网金融上市公司 | 互联网金融已上市100-499人 | https://www.zhipin.com/job_detail/b1fb8766d4ca37c61HN62d25F1dV.html |
| 高级java开发 | 深圳·福田区·石厦 | 28-55K·14薪 | 5-10年大专 | 深圳市创国芯科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/5e124c901f52e1581HJz2t65FVRV.html |
| Java开发工程师 | 深圳·南山区·科技园 | 20-40K·15薪 | 5-10年本科 | 拓竹科技 | 智能硬件C轮500-999人 | https://www.zhipin.com/job_detail/0fb4f8e36eecf2a11HN62tW1EVNW.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | ATP | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/ed6c23b9a0beff731Hdy2ty7GVNX.html |
| java后端开发 | 深圳·南山区·科技园 | 15-25K | 5-10年本科 | 启程智远集团 | 企业服务未融资100-499人 | https://www.zhipin.com/job_detail/d4be629e8e2402a21Hx_3Nu_ElVS.html |
| 高级java软件工程师 | 深圳·宝安区·西乡 | 30-40K | 5-10年本科 | 汉森软件 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/4bdb5aab70e47ffb1Hx92t2-FldR.html |
| 资深java开发工程师 | 深圳·龙岗区·大运 | 15-30K | 5-10年本科 | 鼎慧大数据 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/2fd23bd71c45a7fc1Hx82Nm7GFdU.html |
| java高级工程师 | 深圳 | 20-35K | 5-10年本科 | 来觅数据 | 互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/b722f2a51a16672c1XN92t26FltQ.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 23-30K | 5-10年大专 | 票付通 | 互联网B轮100-499人 | https://www.zhipin.com/job_detail/5db765fe2de03fd31Hx-3Nu5ElBZ.html |
| 高级java开发 | 深圳·福田区·车公庙 | 18-25K | 5-10年本科 | 安派信息技术有限公司 | 互联网未融资20-99人 | https://www.zhipin.com/job_detail/0aa1a0fdafa1336f1Hx43du5GFFV.html |
| java高级工程师 | 深圳·龙岗区·坂田 | 20-30K·13薪 | 5-10年本科 | 无忧达 | 跨境物流A轮500-999人 | https://www.zhipin.com/job_detail/e815b8761de6e4da1HF92Nq-EFVR.html |
| 高级java开发 | 深圳·南山区·科技园 | 28-30K | 5-10年本科 | 深圳鼎驰科技 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/d606f671bfef7ac51HJ_09W6ElRT.html |
| 海外Java开发工程师 | 深圳·宝安区·西乡 | 25-35K | 5-10年本科 | 英都科技 | 人力资源服务500-999人 | https://www.zhipin.com/job_detail/99206db550df49161HN43t-1FFFZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/93fbc43efab5701a1Hx6392-FltU.html |
| 高级java开发工程师 | 深圳·福田区·莲花 | 18-30K | 5-10年本科 | 普联软件深圳分公司 | 计算机软件已上市100-499人 | https://www.zhipin.com/job_detail/e63d7e1cffbd9ece1Hd82t-5GFBS.html |
| 高级java后端研发工程师 | 深圳 | 35-50K·14薪 | 5-10年本科 | 某中型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/17da190ccd53672e1Hx-2NW1ElRS.html |
| 高级java开发 | 深圳 | 25-35K | 5-10年本科 | 某知名银行公司 | 银行1000-9999人 | https://www.zhipin.com/job_detail/cd260a85e3f620561HN639m-FVZV.html |
| 高级java开发 | 深圳·南山区·科技园 | 23-35K·14薪 | 5-10年本科 | 金蝶软件中国 | 移动互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/7bd0dc5e5f163f791HB-39m8EVFQ.html |
| 高级Java开发工程师 | 深圳·南山区·科技园 | 20-25K | 5-10年本科 | 蕉下 | 电子商务C轮1000-9999人 | https://www.zhipin.com/job_detail/afefc2c1194b7ed61Hx929y5GVZS.html |
| 高级java研发工程师 | 深圳·南山区·前海 | 15-30K | 5-10年本科 | 冰河钜阵 | 计算机服务0-20人 | https://www.zhipin.com/job_detail/d45436cd631a5d391HN92NW7GFpQ.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/5a0060ca16f4e8161Hx509i_GFpT.html |
| Java开发工程师 | 深圳·罗湖区·东门 | 20-30K·14薪 | 5-10年本科 | 宝能汽车 | 汽车研发/制造未融资10000人以上 | https://www.zhipin.com/job_detail/83e4255ccc394d6b1nFz2dq5ElNV.html |
| Java开发-中高级资深大量急招 | 深圳·罗湖区·万象城 | 17-22K | 5-10年本科 | 长亮科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/2f9a341f9000ec021Hx_3t28EltT.html |
| 急招-OPPO-高级java开发工程师 | 深圳·南山区·科技园 | 25-50K·16薪 | 5-10年本科 | OPPO | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/dc24b71d3759c4331HF809i_FVJX.html |
| java工程师 | 深圳·龙岗区·坂田 | 15-30K·15薪 | 5-10年本科 | 武汉启云方科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/cba476d6367525a81HN42tm-FlRT.html |
| 高级java工程师 | 深圳·龙岗区·龙岗宝荷 | 20-25K | 5-10年本科 | 瑞诺技术 | 储能未融资100-499人 | https://www.zhipin.com/job_detail/86ef64f292de0f381XNy3dy5GVVS.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | 传音控股 | 通信/网络设备已上市10000人以上 | https://www.zhipin.com/job_detail/3692c6c8b60293c91Hx_2di7GVFW.html |
| 高级java开发工程师 | 深圳·龙岗区·大运 | 20-35K | 5-10年本科 | 坤萃技术 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/739e2892fd72eda31HF_2ty7E1RU.html |
| 资深java开发工程师 | 深圳·龙岗区·横岗 | 15-30K·13薪 | 5-10年本科 | 深圳艾特孚科技 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/6990995c3b240a501Hx43tq8FldQ.html |
| java后端开发 | 深圳·光明区·公明 | 20-30K | 5-10年本科 | 开立医疗 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/b34042df80dab02a1HR_2N60EldQ.html |
| 高级JAVA开发专家 | 深圳·龙岗区·坂田 | 30-35K·13薪 | 5-10年本科 | 美狮物流集团 | 物流/仓储A轮500-999人 | https://www.zhipin.com/job_detail/d79a05c4009086f31Hx92ty1ElNY.html |
| 高级java工程师 | 深圳·龙岗区·坂田 | 25-50K·13薪 | 5-10年本科 | 店小秘 | 互联网D轮及以上500-999人 | https://www.zhipin.com/job_detail/e5ada1fb5a0b2c991X1439-0GFtR.html |
| java架构师 | 深圳·宝安区·西乡 | 20-35K | 5-10年大专 | 慕尼斯 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/cc0e788d635fa79e1Hx929S0GFdZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/221afdddf2c824571Hx63ti6EVBY.html |
| 资深java开发工程师 | 深圳 | 25-35K·16薪 | 5-10年本科 | 某大型智能硬件/消费电子公司 | 智能硬件/消费电子不需要融资10000人以上 | https://www.zhipin.com/job_detail/6b66e12bcc155d9c1Hx-396-EFtU.html |
| Java架构师 | 深圳 | 30-50K·14薪 | 5-10年本科 | 某知名电子公司 | 电子/硬件开发B轮1000-9999人 | https://www.zhipin.com/job_detail/26567d1c5977f3511HJ43N27GVFX.html |
| 酒店系统技术研发（Java） | 深圳 | 20-30K | 5-10年本科 | 某大型旅游公司 | 旅游/景区100-499人 | https://www.zhipin.com/job_detail/bbabad134d21fdd81HJ83t29GFBZ.html |
| Java | 深圳 | 25-45K·16薪 | 5-10年本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/30e29121ea527bed1HN92ti1EVVT.html |
| 资深java开发工程师 | 深圳·宝安区·西乡 | 20-40K·14薪 | 5-10年本科 | 地外太璞 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/4a1bdeaa57e1a4cb1Hx_2N-6EVdS.html |
| Java 开发工程师 | 深圳·福田区·车公庙 | 15-30K | 5-10年本科 | 百能网 | 电子/半导体/集成电路未融资500-999人 | https://www.zhipin.com/job_detail/5b2ed1b5662747321Hx_09-0ElVR.html |
| 高级java开发 | 深圳·南山区·前海 | 18-25K | 5-10年本科 | 嘉禾未来 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/dfce4f44009ed9321Hx_3dq_FlJX.html |
| 高级java开发 | 深圳·南山区·科技园 | 28-30K | 5-10年本科 | 深圳鼎驰科技 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/d606f671bfef7ac51HJ_09W6ElRT.html |
| 海外Java开发工程师 | 深圳·宝安区·西乡 | 25-35K | 5-10年本科 | 英都科技 | 人力资源服务500-999人 | https://www.zhipin.com/job_detail/99206db550df49161HN43t-1FFFZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/93fbc43efab5701a1Hx6392-FltU.html |
| 高级java开发工程师 | 深圳·福田区·莲花 | 18-30K | 5-10年本科 | 普联软件深圳分公司 | 计算机软件已上市100-499人 | https://www.zhipin.com/job_detail/e63d7e1cffbd9ece1Hd82t-5GFBS.html |
| 高级java后端研发工程师 | 深圳 | 35-50K·14薪 | 5-10年本科 | 某中型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/17da190ccd53672e1Hx-2NW1ElRS.html |
| 高级java开发 | 深圳 | 25-35K | 5-10年本科 | 某知名银行公司 | 银行1000-9999人 | https://www.zhipin.com/job_detail/cd260a85e3f620561HN639m-FVZV.html |
| 高级java开发 | 深圳·南山区·科技园 | 23-35K·14薪 | 5-10年本科 | 金蝶软件中国 | 移动互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/7bd0dc5e5f163f791HB-39m8EVFQ.html |
| 高级Java开发工程师 | 深圳·南山区·科技园 | 20-25K | 5-10年本科 | 蕉下 | 电子商务C轮1000-9999人 | https://www.zhipin.com/job_detail/afefc2c1194b7ed61Hx929y5GVZS.html |
| 高级java研发工程师 | 深圳·南山区·前海 | 15-30K | 5-10年本科 | 冰河钜阵 | 计算机服务0-20人 | https://www.zhipin.com/job_detail/d45436cd631a5d391HN92NW7GFpQ.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/5a0060ca16f4e8161Hx509i_GFpT.html |
| Java开发工程师 | 深圳·罗湖区·东门 | 20-30K·14薪 | 5-10年本科 | 宝能汽车 | 汽车研发/制造未融资10000人以上 | https://www.zhipin.com/job_detail/83e4255ccc394d6b1nFz2dq5ElNV.html |
| Java开发-中高级资深大量急招 | 深圳·罗湖区·万象城 | 17-22K | 5-10年本科 | 长亮科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/2f9a341f9000ec021Hx_3t28EltT.html |
| 急招-OPPO-高级java开发工程师 | 深圳·南山区·科技园 | 25-50K·16薪 | 5-10年本科 | OPPO | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/dc24b71d3759c4331HF809i_FVJX.html |
| java工程师 | 深圳·龙岗区·坂田 | 15-30K·15薪 | 5-10年本科 | 武汉启云方科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/cba476d6367525a81HN42tm-FlRT.html |
| 高级java工程师 | 深圳·龙岗区·龙岗宝荷 | 20-25K | 5-10年本科 | 瑞诺技术 | 储能未融资100-499人 | https://www.zhipin.com/job_detail/86ef64f292de0f381XNy3dy5GVVS.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | 传音控股 | 通信/网络设备已上市10000人以上 | https://www.zhipin.com/job_detail/3692c6c8b60293c91Hx_2di7GVFW.html |
| 高级java开发工程师 | 深圳·龙岗区·大运 | 20-35K | 5-10年本科 | 坤萃技术 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/739e2892fd72eda31HF_2ty7E1RU.html |
| 资深java开发工程师 | 深圳·龙岗区·横岗 | 15-30K·13薪 | 5-10年本科 | 深圳艾特孚科技 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/6990995c3b240a501Hx43tq8FldQ.html |
| java后端开发 | 深圳·光明区·公明 | 20-30K | 5-10年本科 | 开立医疗 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/b34042df80dab02a1HR_2N60EldQ.html |
| 高级JAVA开发专家 | 深圳·龙岗区·坂田 | 30-35K·13薪 | 5-10年本科 | 美狮物流集团 | 物流/仓储A轮500-999人 | https://www.zhipin.com/job_detail/d79a05c4009086f31Hx92ty1ElNY.html |
| 高级java工程师 | 深圳·龙岗区·坂田 | 25-50K·13薪 | 5-10年本科 | 店小秘 | 互联网D轮及以上500-999人 | https://www.zhipin.com/job_detail/e5ada1fb5a0b2c991X1439-0GFtR.html |
| java架构师 | 深圳·宝安区·西乡 | 20-35K | 5-10年大专 | 慕尼斯 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/cc0e788d635fa79e1Hx929S0GFdZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/221afdddf2c824571Hx63ti6EVBY.html |
| 资深java开发工程师 | 深圳 | 25-35K·16薪 | 5-10年本科 | 某大型智能硬件/消费电子公司 | 智能硬件/消费电子不需要融资10000人以上 | https://www.zhipin.com/job_detail/6b66e12bcc155d9c1Hx-396-EFtU.html |
| Java架构师 | 深圳 | 30-50K·14薪 | 5-10年本科 | 某知名电子公司 | 电子/硬件开发B轮1000-9999人 | https://www.zhipin.com/job_detail/26567d1c5977f3511HJ43N27GVFX.html |
| 酒店系统技术研发（Java） | 深圳 | 20-30K | 5-10年本科 | 某大型旅游公司 | 旅游/景区100-499人 | https://www.zhipin.com/job_detail/bbabad134d21fdd81HJ83t29GFBZ.html |
| Java | 深圳 | 25-45K·16薪 | 5-10年本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/30e29121ea527bed1HN92ti1EVVT.html |
| 资深java开发工程师 | 深圳·宝安区·西乡 | 20-40K·14薪 | 5-10年本科 | 地外太璞 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/4a1bdeaa57e1a4cb1Hx_2N-6EVdS.html |
| Java 开发工程师 | 深圳·福田区·车公庙 | 15-30K | 5-10年本科 | 百能网 | 电子/半导体/集成电路未融资500-999人 | https://www.zhipin.com/job_detail/5b2ed1b5662747321Hx_09-0ElVR.html |
| 高级java开发 | 深圳·南山区·前海 | 18-25K | 5-10年本科 | 嘉禾未来 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/dfce4f44009ed9321Hx_3dq_FlJX.html |
| 高级java开发 | 深圳·南山区·科技园 | 28-30K | 5-10年本科 | 深圳鼎驰科技 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/d606f671bfef7ac51HJ_09W6ElRT.html |
| 海外Java开发工程师 | 深圳·宝安区·西乡 | 25-35K | 5-10年本科 | 英都科技 | 人力资源服务500-999人 | https://www.zhipin.com/job_detail/99206db550df49161HN43t-1FFFZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/93fbc43efab5701a1Hx6392-FltU.html |
| 高级java开发工程师 | 深圳·福田区·莲花 | 18-30K | 5-10年本科 | 普联软件深圳分公司 | 计算机软件已上市100-499人 | https://www.zhipin.com/job_detail/e63d7e1cffbd9ece1Hd82t-5GFBS.html |
| 高级java后端研发工程师 | 深圳 | 35-50K·14薪 | 5-10年本科 | 某中型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/17da190ccd53672e1Hx-2NW1ElRS.html |
| 高级java开发 | 深圳 | 25-35K | 5-10年本科 | 某知名银行公司 | 银行1000-9999人 | https://www.zhipin.com/job_detail/cd260a85e3f620561HN639m-FVZV.html |
| 高级java开发 | 深圳·南山区·科技园 | 23-35K·14薪 | 5-10年本科 | 金蝶软件中国 | 移动互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/7bd0dc5e5f163f791HB-39m8EVFQ.html |
| 高级Java开发工程师 | 深圳·南山区·科技园 | 20-25K | 5-10年本科 | 蕉下 | 电子商务C轮1000-9999人 | https://www.zhipin.com/job_detail/afefc2c1194b7ed61Hx929y5GVZS.html |
| 高级java研发工程师 | 深圳·南山区·前海 | 15-30K | 5-10年本科 | 冰河钜阵 | 计算机服务0-20人 | https://www.zhipin.com/job_detail/d45436cd631a5d391HN92NW7GFpQ.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/5a0060ca16f4e8161Hx509i_GFpT.html |
| Java开发工程师 | 深圳·罗湖区·东门 | 20-30K·14薪 | 5-10年本科 | 宝能汽车 | 汽车研发/制造未融资10000人以上 | https://www.zhipin.com/job_detail/83e4255ccc394d6b1nFz2dq5ElNV.html |
| Java开发-中高级资深大量急招 | 深圳·罗湖区·万象城 | 17-22K | 5-10年本科 | 长亮科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/2f9a341f9000ec021Hx_3t28EltT.html |
| 急招-OPPO-高级java开发工程师 | 深圳·南山区·科技园 | 25-50K·16薪 | 5-10年本科 | OPPO | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/dc24b71d3759c4331HF809i_FVJX.html |
| java工程师 | 深圳·龙岗区·坂田 | 15-30K·15薪 | 5-10年本科 | 武汉启云方科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/cba476d6367525a81HN42tm-FlRT.html |
| 高级java工程师 | 深圳·龙岗区·龙岗宝荷 | 20-25K | 5-10年本科 | 瑞诺技术 | 储能未融资100-499人 | https://www.zhipin.com/job_detail/86ef64f292de0f381XNy3dy5GVVS.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | 传音控股 | 通信/网络设备已上市10000人以上 | https://www.zhipin.com/job_detail/3692c6c8b60293c91Hx_2di7GVFW.html |
| 高级java开发工程师 | 深圳·龙岗区·大运 | 20-35K | 5-10年本科 | 坤萃技术 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/739e2892fd72eda31HF_2ty7E1RU.html |
| 资深java开发工程师 | 深圳·龙岗区·横岗 | 15-30K·13薪 | 5-10年本科 | 深圳艾特孚科技 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/6990995c3b240a501Hx43tq8FldQ.html |
| java后端开发 | 深圳·光明区·公明 | 20-30K | 5-10年本科 | 开立医疗 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/b34042df80dab02a1HR_2N60EldQ.html |
| 高级JAVA开发专家 | 深圳·龙岗区·坂田 | 30-35K·13薪 | 5-10年本科 | 美狮物流集团 | 物流/仓储A轮500-999人 | https://www.zhipin.com/job_detail/d79a05c4009086f31Hx92ty1ElNY.html |
| 高级java工程师 | 深圳·龙岗区·坂田 | 25-50K·13薪 | 5-10年本科 | 店小秘 | 互联网D轮及以上500-999人 | https://www.zhipin.com/job_detail/e5ada1fb5a0b2c991X1439-0GFtR.html |
| java架构师 | 深圳·宝安区·西乡 | 20-35K | 5-10年大专 | 慕尼斯 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/cc0e788d635fa79e1Hx929S0GFdZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/221afdddf2c824571Hx63ti6EVBY.html |
| 资深java开发工程师 | 深圳 | 25-35K·16薪 | 5-10年本科 | 某大型智能硬件/消费电子公司 | 智能硬件/消费电子不需要融资10000人以上 | https://www.zhipin.com/job_detail/6b66e12bcc155d9c1Hx-396-EFtU.html |
| Java架构师 | 深圳 | 30-50K·14薪 | 5-10年本科 | 某知名电子公司 | 电子/硬件开发B轮1000-9999人 | https://www.zhipin.com/job_detail/26567d1c5977f3511HJ43N27GVFX.html |
| 酒店系统技术研发（Java） | 深圳 | 20-30K | 5-10年本科 | 某大型旅游公司 | 旅游/景区100-499人 | https://www.zhipin.com/job_detail/bbabad134d21fdd81HJ83t29GFBZ.html |
| Java | 深圳 | 25-45K·16薪 | 5-10年本科 | 某大型计算机软件公司 | 计算机软件100-499人 | https://www.zhipin.com/job_detail/30e29121ea527bed1HN92ti1EVVT.html |
| 资深java开发工程师 | 深圳·宝安区·西乡 | 20-40K·14薪 | 5-10年本科 | 地外太璞 | 互联网A轮20-99人 | https://www.zhipin.com/job_detail/4a1bdeaa57e1a4cb1Hx_2N-6EVdS.html |
| Java 开发工程师 | 深圳·福田区·车公庙 | 15-30K | 5-10年本科 | 百能网 | 电子/半导体/集成电路未融资500-999人 | https://www.zhipin.com/job_detail/5b2ed1b5662747321Hx_09-0ElVR.html |
| 高级java开发 | 深圳·南山区·前海 | 18-25K | 5-10年本科 | 嘉禾未来 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/dfce4f44009ed9321Hx_3dq_FlJX.html |
| 高级java开发 | 深圳·南山区·科技园 | 28-30K | 5-10年本科 | 深圳鼎驰科技 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/d606f671bfef7ac51HJ_09W6ElRT.html |
| 海外Java开发工程师 | 深圳·宝安区·西乡 | 25-35K | 5-10年本科 | 英都科技 | 人力资源服务500-999人 | https://www.zhipin.com/job_detail/99206db550df49161HN43t-1FFFZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/93fbc43efab5701a1Hx6392-FltU.html |
| 高级java开发工程师 | 深圳·福田区·莲花 | 18-30K | 5-10年本科 | 普联软件深圳分公司 | 计算机软件已上市100-499人 | https://www.zhipin.com/job_detail/e63d7e1cffbd9ece1Hd82t-5GFBS.html |
| 高级java后端研发工程师 | 深圳 | 35-50K·14薪 | 5-10年本科 | 某中型计算机软件公司 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/17da190ccd53672e1Hx-2NW1ElRS.html |
| 高级java开发 | 深圳 | 25-35K | 5-10年本科 | 某知名银行公司 | 银行1000-9999人 | https://www.zhipin.com/job_detail/cd260a85e3f620561HN639m-FVZV.html |
| 高级java开发 | 深圳·南山区·科技园 | 23-35K·14薪 | 5-10年本科 | 金蝶软件中国 | 移动互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/7bd0dc5e5f163f791HB-39m8EVFQ.html |
| 高级Java开发工程师 | 深圳·南山区·科技园 | 20-25K | 5-10年本科 | 蕉下 | 电子商务C轮1000-9999人 | https://www.zhipin.com/job_detail/afefc2c1194b7ed61Hx929y5GVZS.html |
| 高级java研发工程师 | 深圳·南山区·前海 | 15-30K | 5-10年本科 | 冰河钜阵 | 计算机服务0-20人 | https://www.zhipin.com/job_detail/d45436cd631a5d391HN92NW7GFpQ.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/5a0060ca16f4e8161Hx509i_GFpT.html |
| Java开发工程师 | 深圳·罗湖区·东门 | 20-30K·14薪 | 5-10年本科 | 宝能汽车 | 汽车研发/制造未融资10000人以上 | https://www.zhipin.com/job_detail/83e4255ccc394d6b1nFz2dq5ElNV.html |
| Java开发-中高级资深大量急招 | 深圳·罗湖区·万象城 | 17-22K | 5-10年本科 | 长亮科技 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/2f9a341f9000ec021Hx_3t28EltT.html |
| 急招-OPPO-高级java开发工程师 | 深圳·南山区·科技园 | 25-50K·16薪 | 5-10年本科 | OPPO | 互联网不需要融资10000人以上 | https://www.zhipin.com/job_detail/dc24b71d3759c4331HF809i_FVJX.html |
| java工程师 | 深圳·龙岗区·坂田 | 15-30K·15薪 | 5-10年本科 | 武汉启云方科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/cba476d6367525a81HN42tm-FlRT.html |
| 高级java工程师 | 深圳·龙岗区·龙岗宝荷 | 20-25K | 5-10年本科 | 瑞诺技术 | 储能未融资100-499人 | https://www.zhipin.com/job_detail/86ef64f292de0f381XNy3dy5GVVS.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | 传音控股 | 通信/网络设备已上市10000人以上 | https://www.zhipin.com/job_detail/3692c6c8b60293c91Hx_2di7GVFW.html |
| 高级java开发工程师 | 深圳·龙岗区·大运 | 20-35K | 5-10年本科 | 坤萃技术 | 计算机软件未融资0-20人 | https://www.zhipin.com/job_detail/739e2892fd72eda31HF_2ty7E1RU.html |
| 资深java开发工程师 | 深圳·龙岗区·横岗 | 15-30K·13薪 | 5-10年本科 | 深圳艾特孚科技 | 计算机服务未融资20-99人 | https://www.zhipin.com/job_detail/6990995c3b240a501Hx43tq8FldQ.html |
| java后端开发 | 深圳·光明区·公明 | 20-30K | 5-10年本科 | 开立医疗 | 医疗健康已上市1000-9999人 | https://www.zhipin.com/job_detail/b34042df80dab02a1HR_2N60EldQ.html |
| 高级JAVA开发专家 | 深圳·龙岗区·坂田 | 30-35K·13薪 | 5-10年本科 | 美狮物流集团 | 物流/仓储A轮500-999人 | https://www.zhipin.com/job_detail/d79a05c4009086f31Hx92ty1ElNY.html |
| 高级java工程师 | 深圳·龙岗区·坂田 | 25-50K·13薪 | 5-10年本科 | 店小秘 | 互联网D轮及以上500-999人 | https://www.zhipin.com/job_detail/e5ada1fb5a0b2c991X1439-0GFtR.html |
| java架构师 | 深圳·宝安区·西乡 | 20-35K | 5-10年大专 | 慕尼斯 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/cc0e788d635fa79e1Hx929S0GFdZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/221afdddf2c824571Hx63ti6EVBY.html |
| 资深java开发工程师 | 深圳 | 25-35K·16薪 | 5-10年本科 | 某大型智能硬件/消费电子公司 | 智能硬件/消费电子不需要融资10000人以上 | https://www.zhipin.com/job_detail/6b66e12bcc155d9c1Hx-396-EFtU.html |
